features,instrument_family,instrument_source
"[674.118979233196, -0.827463470101922, -66.7952746981207, -18.495575313717108, -30.542396143427453, -13.518229147881604, -17.28682993397906, -5.624111304787294, -12.309761771827933, -4.8314660696638505, -12.832345586593082, -4.189692725097247, -11.629591300545755, 1441.4752441598553, 0.14796216855358166, 0.07486204117063493, 1106.3708676274623, 2439.8561507936506, 30.62494225454919, 0.5118461093600206, 98.6842105263158, 3337.5693359375]",1,0
"[775.3847676669471, 63.780687689544685, -12.392193973094903, 19.860956463430472, 5.936423043179456, 15.537539920530666, -0.35972818434262155, 1.5917771248243409, -7.38681138299749, -1.6734852701182599, -5.25644712431974, 3.2252233605002876, -12.310348998516373, 1297.520007963229, 0.1620637592347567, 0.07465665302579365, 1422.0176869011675, 2333.2093253968255, 26.763781780220167, 0.7418339188666874, 89.28571428571429, 6390.86328125]",8,0
"[523.0113755339596, 23.214287219146367, 12.569087156752962, 11.824852962515275, 7.7621855787098, 4.8316325683740144, 2.0980179741292204, -0.055955713714968554, -2.1651065571223564, -3.5360759139543463, -4.93078363891147, -6.532666277673524, -8.187266918741216, 1236.3225992786133, 0.24113325658164253, 0.033900669642857144, 1252.3085215439035, 2245.1636904761904, 20.171096775104296, 0.0973547897245063, 117.1875, 1039.239501953125]",0,1
"[691.408845401575, 107.7454824324371, -3.155417881570982, 54.87763492248099, 23.757203552817927, 3.8730689899155797, -2.4624080711830016, -17.215930273357785, -8.099412347630757, -11.89701415307194, -9.447067844971347, -3.988676493255451, -9.009086633467108, 465.09720504058237, 0.1273308569466991, 0.029106987847222224, 584.2024180166713, 710.999503968254, 27.42508473489645, 0.6797567301267387, 156.25, 8127.86474609375]",6,1
"[446.6295337546095, -0.5377012440092839, -2.788083845845092, -2.300737416169576, 0.7509073500267706, 3.946548300373773, 0.6253982257482039, -1.8580076919088873, -0.4969982839544917, 1.349909455665999, 2.314295941872531, 1.294854188142231, -2.4542720143530716, 356.95842363202837, 0.020735318361103667, 0.024828714037698412, 250.83712352417365, 593.1919642857143, 17.983049262779, 0.01620902737326736, 117.1875, 246.3448028564453]",4,0
"[584.8903424761755, 36.79664193763773, 12.964288557660991, 2.233949752599308, -3.7806015213919286, -7.281488441192153, -9.799053139186743, -9.954716361015006, -8.512475920172715, -7.776515760538989, -8.473387129158406, -10.058232115595235, -9.509799085332407, 537.314560082705, 0.11507033223469705, 0.0412171378968254, 404.7310489076407, 762.5868055555555, 28.751505956132934, 0.11385496876335452, 117.1875, 3577.55908203125]",3,0
"[386.58036829149785, 8.035796026445693, 4.472750821034511, 2.55691388146518, 1.4486199639211474, 0.29319143106652185, -0.4118189586967541, -0.561097966951901, -0.43711642607316803, -0.4045338056455368, -0.47208381967263213, -0.39852921880684355, -0.46549778491683985, 103.21482608923404, 0.030640769602699635, 0.0025266617063492065, 107.70842909466148, 214.16170634920636, 9.492556372424009, 1.6946224901509278e-05, 0.0, 116.54119110107422]",3,1
"[414.13192482944555, 17.70466480180417, 4.090947249587134, 8.635436957553038, 10.10496230938476, 5.845513502288759, -1.0234908725351461, -0.2466745875607741, 6.978893505091639, 2.5118726563950533, -7.677190463399309, 0.07751499078468586, 2.5697705705358014, 1064.488130737419, 0.079028121113196, 0.0881928943452381, 748.4121946973155, 1773.4375, 14.858052083300658, 0.34951916201638483, 117.1875, 307.421875]",3,0
"[565.0572803234173, 14.054150014818621, -1.8472774378752008, 3.0811151259939322, 1.1257252362298078, 0.5408889803099493, 0.5108446133667947, 0.7752214727183397, -0.6937930021265697, -0.06581658019488407, 1.4014898313236877, 2.3596140265086882, 0.9514414883380472, 137.45024787061018, 0.044861306478648305, 0.002677796378968254, 178.4233088983256, 341.88988095238096, 18.563336720324944, 0.04846635857359631, 0.0, 1344.031982421875]",0,2
"[661.7160787300354, 68.75295627925809, -40.8504839497159, 38.27063902534126, -50.27170028052897, -16.018102240228764, -8.049262805083064, -6.805849865472933, -1.1971403891061783, -19.59682581875954, -11.258607284662391, -21.211540036095258, -5.107048541162578, 1262.5847708011095, 0.18393990369165306, 0.1396213107638889, 1048.5151516498242, 2664.310515873016, 30.132956713057794, 0.39534570012915965, 60.483870967741936, 7002.4951171875]",6,1
"[597.3588899937268, 40.42868506941501, 23.22639713075979, 33.966584865462025, 8.870764466306222, 9.356404712279115, 5.0356079938554466, 2.3278722114907966, -3.5761915025879847, -0.9491435353213337, 0.466433312413821, -2.364209534004477, -2.842991778946659, 1548.578933826261, 0.26990721728091693, 0.11228918650793651, 1398.098762479155, 2793.402777777778, 23.2809375940144, 0.2577195819640973, 20.161290322580644, 3723.974609375]",0,1
"[661.6194562799946, 108.26600713204382, 7.980668533232345, 6.401642835583171, 0.1082711879436836, -0.5004097818764208, 1.6804427505690285, -1.4080207836876748, -1.469266284002805, -2.6330681200687818, -3.9380978298735836, -6.035030767010933, -6.026618520892893, 418.7962238389074, 0.11693347150189771, 0.02898685515873016, 518.7054351879918, 673.859126984127, 23.466766076117274, 1.2777632797712337, 144.23076923076923, 4497.33642578125]",0,2
"[540.5898515894888, 20.4925765058083, 2.0235508348906834, -3.59806949748781, -2.8284528043777737, -2.7954044777083973, -2.239043076124378, -1.007007466748266, 0.28210012745259166, 1.9054477116322148, 4.7106149056563975, 8.328484308033929, 10.28337584779369, 595.7107014436749, 0.18092927420415272, 0.026491195436507936, 740.5748657565244, 1295.7589285714287, 24.559148276850117, 0.09805262501400114, 117.1875, 638.8385620117188]",1,0
"[805.7322497329505, 72.34444618353878, -12.322140870466813, 17.266327528579268, -6.446136902174093, -4.470014639448016, -0.7181616449190452, -7.129810634561419, -14.822880658326413, 0.8993843836558336, -4.3574537239034585, 3.2166781300961564, -3.7729201526363205, 1020.1827530473222, 0.23166338379699225, 0.034679594494047616, 1286.1790355682235, 2116.0094246031745, 26.308825258749465, 0.5633555276019383, 117.1875, 8245.93359375]",7,0
"[710.7754123522459, 94.33472053079402, -7.056342844132966, 3.7457398170620833, -12.785647544960277, -13.682895686121304, -16.5172195440014, -24.818677705780647, -11.68191146149362, 0.6326501582862565, -4.47328838182216, -18.335372176865544, -9.781428738363715, 951.2671848264694, 0.11684103558081792, 0.07518368675595238, 934.870627695969, 1579.985119047619, 22.56510259108428, 0.8021698395694216, 156.25, 3636.4345703125]",0,2
"[570.0368041017697, 76.20069827308991, 43.78066204295428, 39.7778949922923, 35.487040868868995, 33.773182159578965, 28.630280723100654, 22.59103918940439, 16.041525503731243, 12.34752314688979, 8.249116837948018, 2.741287324203087, -2.479785177380371, 181.00022208827275, 0.3860103840109859, 0.012354290674603174, 331.9681888309419, 265.9970238095238, 17.4286788102746, 0.024478485635089486, 117.1875, 2976.392333984375]",0,2
"[359.20158206462656, -1.2400139723234138, -3.003078335357672, 0.4978967389622792, 3.9980005935410485, -2.5975062621570917, -1.9196249008902249, 1.218770898861468, 3.0161493671917867, -3.1171868623345675, -1.4863084699652842, 2.4970782037813617, 1.3823052273629837, 798.4259313748216, 0.03329113630902815, 0.062023344494047616, 423.9170974536878, 1177.2073412698412, 23.601965480698308, 0.00028143092819253655, 0.0, 142.47523498535156]",5,0
"[425.31716199563937, 15.169474994792111, -6.8354301567226114, -5.338374528667968, -4.569812286198792, -6.973892447363135, -4.198351437782432, -4.592560840873528, -3.509872385448182, -2.3518187744560834, -4.841413524943226, -6.808627399141309, -8.38993162161907, 1542.6369275679574, 0.10284384900284371, 0.08976236979166667, 1248.3023281729543, 2733.3829365079364, 25.17259092674943, 0.0018188336110540454, 0.0, 377.15643310546875]",3,0
"[649.4478131552675, 146.82873949052663, 52.68015965564788, 52.83485759906311, 29.959732065579306, -0.2247670000936902, 1.05936007019188, -8.265761569542454, -10.93482022407794, -4.681991860343263, -9.585192980940908, 0.04106611653906796, 6.21943558184217, 246.65315344325901, 0.1822770348630458, 0.01944211929563492, 305.5329147403367, 365.6374007936508, 24.21071398487261, 0.5205371977432559, 53.57142857142857, 7367.0673828125]",6,1
"[613.0287371175459, 49.96013747217311, 11.876950843501863, 75.45077267964902, 26.360280814536875, -12.322900880181525, 31.206897176250912, 0.7968665858384079, -27.60926013028987, 9.816386520917511, -7.645684156460301, -30.89027789690528, -2.6972415099414166, 830.6894053856882, 0.12116122049247711, 0.06617373511904762, 880.4730934806538, 2057.2916666666665, 28.466113008776855, 0.4134324269632248, 117.1875, 6839.115234375]",6,1
"[748.9939222305868, 25.395869311961263, -81.83174985209638, 35.31900529305721, -29.058007006700723, -7.9360407146035685, -7.736997618056559, -7.434961241165291, -15.160282008026677, -8.407072380551552, -11.097809818927331, -14.807548890295955, -9.144362024445895, 1469.0881207113848, 0.17071917199435663, 0.117431640625, 1126.2377649922505, 2668.526785714286, 29.730851402629035, 0.8699709279504455, 133.92857142857142, 8536.1552734375]",7,0
"[536.0218077394386, 23.74454583241408, 20.668263959445017, 19.259859272887432, 17.024389971653232, 14.72579698644918, 12.47689709439446, 10.964577278226365, 9.11188250437673, 8.65891043476281, 9.006990709995485, 8.680345232238887, 7.209001493155887, 252.55075610291846, 0.1836861475396306, 0.01455930679563492, 531.4707624250459, 337.4875992063492, 21.302581321339098, 0.01425922288452132, 0.0, 1922.3502197265625]",5,0
"[671.9480331413378, 38.72453697690695, -1.2439137794243296, 3.939654318500878, -62.369566549867024, -39.3809775070211, -20.290334438430467, -4.8955476105097855, 0.29100490522747263, -1.4868695944267425, -22.492249951509972, -7.484373665867278, 11.63696190986091, 860.9665293728509, 0.13403306461465223, 0.0992063492063492, 775.6757737092976, 837.3015873015873, 39.470785139752365, 0.8630310758846469, 133.92857142857142, 10441.4521484375]",5,1
"[600.4468451142108, 5.095599124817281, -77.11624271272754, 44.26183659495756, 19.58750490453985, 32.39578646385992, -6.199517839500434, -25.289560254043177, 25.191889959977043, 11.905582038565662, -26.697415382424648, -17.443646379134574, 15.14691253560693, 1575.2628603497144, 0.08799669262356641, 0.16863916790674602, 604.9246284870053, 2324.156746031746, 27.70143757885112, 0.7270265315802529, 125.0, 5779.63671875]",6,1
"[365.43167253594436, 3.509673559617155, -9.167006523730906, 4.854015209786552, 7.840173266707905, -4.521732624128698, -4.106320173439604, 4.678623631378401, 1.255097348580874, -3.148528309853559, 0.6590964893815725, 1.8126138229887694, -0.6436251646611789, 292.8658456583736, 0.02196436824900689, 0.031187996031746032, 92.79108279863956, 330.79117063492066, 12.902625589479422, 0.026264428348840383, 0.0, 153.63485717773438]",5,2
"[615.3270167743922, 192.90846575647367, 106.74359590003218, 43.17396858364094, 5.5170988876771405, -11.873549141814218, -19.747168080188185, -19.282919105957916, -17.496895992649204, -16.5068245430899, -20.84244980195128, -26.273025809403908, -25.307811792657123, 314.5315440718333, 0.2950744539379838, 0.030668712797619048, 283.3463972418411, 436.01190476190476, 23.846464712787892, 0.1877094989911689, 117.1875, 4732.9541015625]",8,0
"[736.5997950454239, 86.22023630164175, -70.2393830347547, 18.217210403237956, -5.356172910120496, 6.861097430017197, -10.79912141197801, -2.4553901628415877, -8.797905855553903, -10.390967374323294, -3.9597481758972206, 2.7147814480301133, 3.1615439766237166, 1319.3007034365578, 0.22681362567691876, 0.11187841021825397, 1079.976153992653, 2277.095734126984, 28.964715438718923, 0.7839106918190695, 110.29411764705883, 3716.980224609375]",1,0
"[761.7136188455449, -24.58043567224412, 9.241808640270243, -6.583916706313156, -6.521815492814905, -5.6389709732760345, -5.414780139678393, -9.526214980422079, 11.877191380648089, 21.01025285774497, 37.94503583336006, 38.53493049429645, -1.971526201357849, 3761.2973046278294, 0.10691962516223798, 0.4075288318452381, 1891.293800139122, 6099.578373015873, 27.392413659811087, 0.15103508266365745, 78.125, 6951.5703125]",0,2
"[524.0168861923153, 16.731193276075174, -2.8317831147559325, 4.413869045038309, -1.7390065144125209, 1.3936627676218398, -0.7376503552212547, -0.4478812022764724, -2.8857042856284716, -2.697933205348952, -3.213507859970964, 1.5495909234018213, 6.677039565517404, 788.3089303691751, 0.4444162491512768, 0.050459604414682536, 1160.891599172875, 1314.0500992063492, 16.50276401638583, 0.208773119990296, 117.1875, 354.7552185058594]",0,2
"[669.9669583673054, 122.04701577473581, 36.79975368352646, 12.084953368148625, 12.78417863280709, 12.636876759810209, 2.4067236914036414, -0.7637218465136152, -0.04653702949570697, -1.7609357281280917, -4.183333126621937, -3.7285680846637654, 1.3710345871900895, 311.5906304886597, 0.21563234573668993, 0.011567615327380952, 382.7311859772533, 637.2147817460317, 28.078911643629635, 0.14716574871272828, 20.161290322580644, 8119.3115234375]",3,0
"[572.9190371478355, 84.95942815030423, 53.7809339214976, 65.50614555834889, 51.67614000842301, 26.555938102880067, 20.156867525717377, 11.716780764717056, 3.289821079428424, 0.2596976074875074, -2.5700710026759865, -1.3757113809488801, -5.725751066009744, 142.18044181790677, 0.24321972901098388, 0.011652870783730158, 233.4131023369383, 185.08184523809524, 26.869940261681904, 0.4717729617322795, 89.28571428571429, 7534.40869140625]",6,1
"[517.4656340339523, 50.924753799007775, 45.59681414331471, 38.44998261088147, 31.132659240658576, 24.692896885460904, 19.33873311641434, 14.737320403480023, 10.550409728695545, 6.805106234823454, 3.887975238013398, 2.2440208146626532, 2.0369597075116923, 470.51534066558975, 0.2585777763728037, 0.01282319568452381, 481.05988835367316, 947.8546626984127, 22.877627618641316, 0.11870712129005677, 0.0, 6068.73876953125]",4,1
"[657.4114393863524, 8.942564666957235, -35.502179712550536, 75.40615459151647, 0.0948462335521757, 24.7983350700032, -0.6232618158946772, 27.269826327778492, 11.82120550984414, -24.683446259002814, 29.07453915066572, -14.9388920441789, -17.047810603460775, 2795.4824206705744, 0.13549859647980075, 0.37353515625, 886.0630669290276, 3508.6185515873017, 23.118586015380476, 1.9560353733215405, 98.6842105263158, 6900.41015625]",3,2
"[658.912437046095, 68.85143882557786, -28.64711662304305, 16.762108648555113, -1.5653191102360826, 11.976123229443, -1.614089013312659, -13.562619462936325, -19.026366924067197, -9.499599800914114, 2.768108547730985, -19.360743129469547, -18.81261490316141, 924.409589811529, 0.14655468607806096, 0.0775514632936508, 690.6500740666955, 1532.986111111111, 30.987241374667352, 1.1231357679902518, 66.96428571428571, 5622.9873046875]",6,1
"[552.8071308474767, 73.5323550208458, 58.22735036478111, 49.35030323705417, 40.49235706400804, 31.815152346513354, 25.192806499448817, 18.318958015481112, 12.15714328801843, 9.69884617161274, 6.4333917946543755, 4.461125670420139, 4.555398675566676, 41.82565525987817, 0.5594203090352411, 0.0003332713293650794, 109.6767148093215, 81.0391865079365, 20.37804054122604, 0.17879174180733143, 0.0, 11291.0009765625]",0,2
"[539.5770457844699, 84.58245317683507, 75.62502779329421, 64.09989789106686, 52.6499628522014, 42.26815501022208, 32.614597493847675, 23.370405599513994, 15.156012682929418, 9.149280146597556, 5.911342031551863, 4.680731617943923, 3.863526860368636, 298.91712954147226, 0.3107091388218685, 0.008502294146825396, 351.57338264275995, 612.4131944444445, 20.261775393671506, 0.033567557285705214, 0.0, 4832.45458984375]",4,1
"[562.9135045587814, 75.8799365559623, 63.73923724191041, 46.33059093129878, 26.96111834561006, 8.851780156379736, -5.546817879770799, -14.923997878479142, -19.17230871459237, -19.17595213465678, -16.37799184815756, -12.263844578685383, -7.964711676218568, 273.15757599602773, 0.10395281496273164, 0.024096292162698412, 233.8317603383592, 410.28025793650795, 19.80942502341803, 0.10143245459429753, 0.0, 2302.206787109375]",0,2
